City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,lobujya,27.95,86.8167,-6.85,44,16,0.78,NP,1697304757
304,baise city,23.8997,106.6133,18.36,90,2,1.22,CN,1697304757
305,yemva,62.59,50.8594,2.81,96,94,4.02,RU,1697304757
306,tefe,-3.3542,-64.7114,32.06,66,40,2.57,BR,1697304758
307,polyarnyy,69.1989,33.4478,1.47,80,100,9.21,RU,1697304758
308,leck,54.7669,8.9785,11.01,75,38,10.82,DE,1697304758
309,port-vila,-17.7338,168.3219,24.78,83,100,4.12,VU,1697304759
310,n'zeto,-7.2312,12.8666,25.16,82,87,4.24,AO,1697304759
311,jaru,-10.4389,-62.4664,37.59,30,38,1.28,BR,1697304759
312,bari,41.1177,16.8512,24.15,64,45,2.68,IT,1697304759
313,yerofey pavlovich,53.9667,121.9667,0.09,52,100,6.59,RU,1697304760
314,buon ma thuot,12.6667,108.05,20.95,99,97,1.1,VN,1697304760
315,alofi,-19.0595,-169.9187,21.94,94,25,2.06,NU,1697304760
316,santa cruz,-17.8,-63.1667,32.03,29,49,6.69,BO,1697304719
317,farafenni,13.5667,-15.6,30.27,69,100,1.6,GM,1697304760
318,susuman,62.7833,148.1667,-12.79,95,90,0.45,RU,1697304761
319,port elizabeth,-33.918,25.5701,15.17,83,20,1.54,ZA,1697304761
320,gazojak,41.1875,61.4036,12.16,33,0,4.06,TM,1697304761
321,namibe,-15.1961,12.1522,18.87,78,99,4.36,AO,1697304761
322,vila velha,-20.3297,-40.2925,24.97,87,75,6.69,BR,1697304761
323,chazuta,-6.5742,-76.1367,29.47,99,100,0.66,PE,1697304762
324,chabahar,25.2919,60.643,27.66,80,0,3.49,IR,1697304762
325,nadym,65.5333,72.5167,0.99,99,100,5.24,RU,1697304762
326,tanjung pinang,0.9167,104.45,27.02,74,49,3.9,ID,1697304762
327,mazamari,-11.3258,-74.5308,28.93,66,100,1.73,PE,1697304763
328,qamdo,31.1667,97.2333,-0.73,58,66,0.5,CN,1697304651
329,altai,46.3722,96.2583,6.85,34,85,1.9,MN,1697304763
330,upington,-28.4478,21.2561,25.21,19,0,1.54,ZA,1697304611
331,luanda,-8.8368,13.2343,25.0,83,75,4.63,AO,1697304477
332,san luis,-33.295,-66.3356,26.03,16,0,1.76,AR,1697304764
333,rikaze,29.25,88.8833,8.94,30,71,1.99,CN,1697304519
334,tres arroyos,-38.3739,-60.2798,22.44,22,75,6.89,AR,1697304716
335,kismayo,-0.3582,42.5454,26.63,85,20,5.55,SO,1697304482
336,cabedelo,-6.9811,-34.8339,29.37,65,82,7.09,BR,1697304764
337,gurupa,-1.405,-51.64,39.5,25,18,1.92,BR,1697304765
338,nahiyat al fuhud,30.9697,46.7228,32.28,21,2,4.59,IQ,1697304765
339,chatra,24.2167,84.8667,20.35,74,1,2.11,IN,1697304765
340,kralendijk,12.15,-68.2667,32.99,66,40,6.17,BQ,1697304765
341,doka,13.5167,35.7667,29.18,41,3,2.02,SD,1697304766
342,sussex,41.1834,-74.6663,9.53,92,100,0.0,US,1697304766
343,mar del plata,-38.0023,-57.5575,18.01,76,0,4.63,AR,1697304766
344,aqadyr,48.2553,72.8483,6.32,54,73,6.51,KZ,1697304766
345,tromso,69.6496,18.957,2.01,64,75,5.66,NO,1697304767
346,tiksi,71.6872,128.8694,-10.35,94,100,3.78,RU,1697304767
347,as sulayyil,20.4607,45.5779,31.14,16,1,3.35,SA,1697304767
348,san julian,21.0167,-102.1667,24.5,39,73,5.53,MX,1697304767
349,east london,-33.0153,27.9116,16.52,82,75,3.6,ZA,1697304768
350,saguenay,48.4168,-71.0657,13.06,62,75,5.14,CA,1697304768
351,bentiu,9.2333,29.8333,24.23,87,91,3.33,SS,1697304768
352,coari,-4.085,-63.1414,38.52,30,40,0.12,BR,1697304768
353,ceres,37.5949,-120.9577,20.58,31,76,2.1,US,1697304769
354,puerto aysen,-45.4,-72.7,9.47,89,100,1.66,CL,1697304769
355,marquette,46.5333,-87.6335,8.21,90,100,3.13,US,1697304769
356,huilong,31.8111,121.655,18.29,77,24,3.32,CN,1697304769
357,osby,56.3816,13.9936,9.45,72,59,8.14,SE,1697304770
358,senanga,-16.1167,23.2667,27.17,40,57,2.3,ZM,1697304770
359,la ronge,55.1001,-105.2842,9.14,71,75,5.14,CA,1697304770
360,kruisfontein,-34.0033,24.7314,12.84,81,57,2.98,ZA,1697304771
361,arraial do cabo,-22.9661,-42.0278,22.98,73,75,8.23,BR,1697304535
362,horsham,51.064,-0.3272,11.68,69,20,3.09,GB,1697304771
363,santa cecilia,-26.9608,-50.4269,11.16,94,100,1.82,BR,1697304771
